ascore,category,description,ein,tot_exp,admin_exp_p,fund_eff,fund_exp_p,program_exp_p,fscore,leader,leader_comp,leader_comp_p,motto,name,tot_rev,score,state,subcategory,size,program_exp,fund_exp,admin_exp
85.0,Human and Civil Rights,"Affirmations Lesbian and Gay Community Center was founded on the philosophy that gay is good, you are not alone. This philosophy has expanded to include bisexual and transgender individuals in addition to lesbians and gay men. Affirmations strives to create an atmosphere of safety and acceptance for all people. Our focus is on helping lesbian, gay, bisexual and transgender individuals find and develop community where we value and respect ourselves and others. Affirmations philosophy promotes the principle of empowerment and educates volunteers to utilize strength-based and holistic approaches. Through training in the basic operations of the center, listening, communication, empathy, problem solving, facilitation, and other appropriate skills, interested and dedicated individuals can successfully volunteer at Affirmations.",38-2882823,938100.0,0.094,0.16,0.102,0.8029999999999999,83.65,Susan Erspamer,102839.0,0.1096,People building community,Affirmations,544055.0,84.31,MI,Advocacy and Education,small,753294.2999999999,95686.2,88181.4
96.0,Human and Civil Rights,"Advocates International (AI) is guided in its mission and methods by Christ's Good Samaritan parable. Working relationally, professionally, and spiritually with those in law and related professions, AI seeks to encourage and enable a global network of skilled advocates committed to religious liberty, human rights, conflict resolution, reconciliation, and professional ethics. AI's global network has been active since 1991 in promoting religious freedom and human rights, reconciliation and justice, ethics and the integration of faith and practice. The network links over 30,000 law professionals in 150 nations, including those in 30 former or current communist nations and in over 70 nations where religious freedom is under attack.",54-1646669,334840.0,0.001,0.07,0.098,0.899,96.2,Brent M. Mcburney,112708.0,0.33659999999999995,Doing justice with compassion,Advocates International,453888.0,96.09,VA,Advocacy and Education,small,301021.16000000003,32814.32,334.84000000000003
97.0,Health,"Established in 1980 as the Center for Population Options, Advocates for Youth champions efforts to help young people make informed and responsible decisions about their reproductive and sexual health. Advocates believes it can best serve the field by boldly advocating for a more positive and realistic approach to adolescent sexual health. Advocates for Youth envisions a society that views sexuality as normal and healthy and treats young people as a valuable resource. Advocates for Youth is the only organization that works both in the United States and in developing countries with a sole focus on adolescent reproductive and sexual health.",52-1173590,7801341.0,0.009000000000000001,0.06,0.067,0.9229999999999999,92.07,Debra Hauser,197191.0,0.0252,Rights. Respect. Responsibility.,Advocates for Youth,9697879.0,94.0,DC,Treatment and Prevention Services,mid,7200637.743,522689.847,70212.069
100.0,International,"The Advocates for Human Rights (formerly Minnesota Advocates for Human Rights) is an organization dedicated to the promotion and protection of internationally recognized human rights. The Advocates provides investigative fact finding, direct legal representation, collaboration for education and training, and a broad distribution of publications. The Advocates has produced more than 81 reports documenting human rights practices in more than 22 countries. Every year, The Advocates educates over 8,000 students and community members on human rights issues, and provides legal representation and assistance to over 1,000 disadvantaged individuals and families.",36-3292374,1654192.0,0.05,0.06,0.055,0.894,85.97,Robin Phillips,90589.0,0.0547,Promoting and protecting internationally recognized human rights,The Advocates for Human Rights,1635606.0,90.07,MN,"International Peace, Security, and Affairs",small,1478847.648,90980.56,82709.6
93.0,Human and Civil Rights,"Advocates for Children (AFC) of New York promotes access to the best education New York can provide for all students, especially students of color and students from low-income backgrounds. We use uniquely integrated strategies to advance systemic reform, empower families and communities, and advocate for the educational rights of individual students. Our services include individual case advocacy, a helpline to assist parents and professionals, and workshops.",11-2247307,6903131.0,0.079,0.07,0.07,0.8490000000000001,97.47,Kimberly Sweet,155064.0,0.022400000000000003,Promoting access to the best education New York can provide for all students,Advocates for Children of New York,6330608.0,94.73,NY,Advocacy and Education,mid,5860758.2190000005,483219.17000000004,545347.349
89.0,Research and Public Policy,"Advocates for Children of New Jersey is the trusted, independent voice putting children's needs first for more than 30 years. We educate the public and policymakers and equip caregivers with the information they need to be their child's strongest ally. Our work results in better laws and policies, more effective funding and stronger services for children and families. This means more children are given the chance to grow up safe, healthy and educated.",22-1695034,1748049.0,0.099,0.03,0.025,0.875,93.28,Cecilia Zalkind,163583.0,0.0935,Giving Every Child A Chance,Advocates for Children of New Jersey,1570606.0,90.88,NJ,Social and Public Policy Research,small,1529542.875,43701.225000000006,173056.851
85.0,Human Services,"Adventure Unlimited accomplishes its mission of ""Opening Windows to God"" by providing life-changing experiences to Christian Science youth, adults and families. It has done this since 1955. We fulfill this mission through two distinct programs - the A/U Ranches and DiscoveryBound. The A/U Ranches, nestled at the base of the Collegiate Peaks in Colorado's Rocky Mountains, provides programs throughout the year in a loving and inspiring atmosphere. DiscoveryBound serves Christian Scientists and the greater community through fellowship in a dynamic, loving, healing and inspiring atmosphere, that encourages growth in understanding Christian Science and service to the world.",43-0798771,5023780.0,0.079,0.16,0.135,0.785,87.38,Gina Lindquist-Bailey,121500.0,0.0241,Opening Windows to God,Adventure Unlimited,4526159.0,86.13,CO,"Youth Development, Shelter, and Crisis Services",mid,3943667.3000000003,678210.3,396878.62
93.0,Religion,"Organized in 1985, Adventist Frontier Missions (AFM) is a Seventh-day Adventist Christian lay ministry dedicated to establishing church-planting movements among people groups with no Adventist presence. There are over 1.5 billion people who will never hear the gospel unless someone goes and tells them. Jesus Christ called us to go and share the gospel with these unreached people. Our missionaries learn the language and culture and begin raising up a body of believers, committed to spreading the gospel among their people. Our completed projects have a mother church with at least one daughter church and one granddaughter church. These finished projects are strong and growing with church members committed to and trained for outreach.",38-2635531,6298710.0,0.08199999999999999,0.05,0.053,0.8640000000000001,97.5,Conrad Vine,0.0,0.0,Reaching the unreached,Adventist Frontier Missions,6059477.0,94.74,MI,Religious Activities,mid,5442085.44,333831.63,516494.2199999999
100.0,Religion,"Advancing Native Missions (ANM) has been called to seek out, evaluate, and support native missions groups who have a clear and defined evangelical statement of faith, who are open and transparent in their finances, and who are working among unreached people groups. We share information about these native missions with evangelical churches and individuals in North America and other regions of the world who are willing to pray and give for the advancement of God's Kingdom through these ministries. ANM exists for one purpose: to help take the Gospel of Jesus Christ to the world's remaining unreached and unevangelized peoples. We do this by standing behind thousands of native missionaries who are reaching their own people for Christ in more than 100 countries.",75-2402759,10313690.0,0.076,0.04,0.040999999999999995,0.882,80.0,Oliver L. Asher III,48703.0,0.004699999999999999,Helping to take the Gospel of Jesus Christ to the world's remaining unreached and unevangelized peoples,Advancing Native Missions,10151429.0,85.85,VA,Religious Activities,mid,9096674.58,422861.2899999999,783840.44
89.0,Human and Civil Rights,"Advancement Project is a next generation, multi-racial civil rights organization. Rooted in the great human rights struggles for equality and justice, we exist to fulfill America's promise of a caring, inclusive and just democracy. We use innovative tools and strategies to strengthen social movements and achieve high impact policy change. From Advancement Project's inception, we have worked ""on-the-ground,"" helping organized communities of color dismantle and reform the unjust and inequitable policies that undermine the promise of democracy. Simultaneously, we have aggressively sought and seized opportunities to promote this approach to racial justice",95-4835230,11346188.0,0.054000000000000006,0.08,0.081,0.8640000000000001,87.2,Judith Browne-Dianis,208886.0,0.0184,…just democracy!,Advancement Project,11829993.0,88.06,CA,Advocacy and Education,mid,9803106.432000002,919041.228,612694.1520000001
89.0,Education,"Advance Illinois is equity-driven, student-centered, data-focused and connected to community and educators. We identify, design and advocate for policies that are tailored to the needs of students in Illinois. We approach our work by: developing high impact policies; engaging though leaders, legislators, and policy makers; building coalitions of communities and educators; and by presenting the challenges and opportunities facing Illinois' public education system through policy briefs and local storytelling to inspire the participation of education stakeholders and the public.",26-2052733,2382775.0,0.16399999999999998,0.05,0.059000000000000004,0.7759999999999999,85.45,Ginger L. Ostro,202396.0,0.0849,Every student world ready,Advance Illinois,2094002.0,87.1,IL,Education Policy and Reform,small,1849033.4,140583.725,390775.1
92.0,International,"ADRA (Adventist Development and Relief Agency) was initiated by the Seventh-day Adventist church in 1956. The basis for its existence is to follow Christ's example by being a voice for, serving, and partnering with those in need. ADRA works with people in poverty and distress to create positive change and justness through empowering partnerships and responsible action. ADRA seeks to identify and address social injustice and deprivation in developing countries. The agency's work seeks to improve the quality of life of those in need. ADRA invests in the potential of these individuals through community development initiatives targeting Food Security, Economic Development, Primary Health and Basic Education. ADRA's emergency management initiatives provide aid to disaster survivors.",52-1314847,58086587.0,0.18,0.02,0.025,0.794,85.96,Jonathan Duffy,179915.0,0.003,Creating just and positive change through empowering partnerships and responsible action.,ADRA International,54583138.0,88.57,MD,Development and Relief Services,big,46120750.078,1452164.675,10455585.66
96.0,Human Services,"The Adoption Exchange is a child welfare organization founded in 1983 to work for safety and permanence in the lives of foster children. Initially an exchange point for caseworkers to discuss placement of children with families seeking to adopt in the Rocky Mountain region, the organization has grown considerably over the years. Today, The Adoption Exchange works to create a world where every waiting child finds a permanent family. Through rigorous collaboration with state, federal and other relevant agencies, The Adoption Exchange focuses on innovative child-specific strategies that provide vibrant pre- and post-adoption services that speed waiting children to caring and loving relationships that last. Since its inception, the agency has connected over 8,000 waiting children with loving adoptive homes. Headquartered in Colorado, The Adoption Exchange offices operate in Utah, New Mexico, and Nevada. Missouri, Oklahoma, South Dakota and Wyoming are also participating member states.",84-0793576,3915626.0,0.109,0.11,0.115,0.775,75.35,Lauren Arnold,139302.0,0.0355,Connecting children and families since 1983,The Adoption Exchange,4635780.0,82.34,CO,Children's and Family Services,mid,3034610.15,450296.99,426803.234
96.0,Human Services,"AdoptaPlatoon Soldier Support Effort® founded in 1998 is a volunteer based nonprofit 501C-3 dedicated to serving deployed United States Service Members ensuring that they are not forgotten by a grateful Nation. AdoptaPlatoon strives to provide a better deployment quality of life by sending cards, letters and care packages to lift the morale of Troops as they serve far from home and assist military families. AdoptaPlatoon provides an on-going mail support system, creates projects that meet the need of military requests, and establishes special projects that benefit deployed Troops representing all branches of the U.S. military. AdoptaPlatoon also serves wounded/ injured Troops through our ""AAP Walking Wounded"" campaign and assists military veterans who remain our Nation's Heroes. www.adoptaplatoon.org.",74-2918904,7690041.0,0.019,0.09,0.09,0.889,82.5,Ida Hägg,103846.0,0.013500000000000002,"Supporting deployed U.S. troops, assisting military families and providing financial support to wounded veterans",AdoptAPlatoon Soldier Support Effort,7495622.0,87.3,TX,Social Services,mid,6836446.449,692103.69,146110.779
100.0,Human Services,"Adopt-A-Family was founded in 1983 by three Palm Beach County women who recognized the need to help families who are homeless or at risk of becoming homeless due to a financial reversal, illness, divorce, death or other extenuating circumstances. The organization serves residents in Palm Beach County who meet any of the following criteria: homeless children and their families; lower income, working families in search of affordable housing opportunities; working poor who do not earn enough to support their families and are at risk of becoming homeless; and families in a short-term situational crisis putting them at risk of homelessness.",59-2471253,6162936.0,0.067,0.06,0.061,0.87,92.93,Matt Constantine,116034.0,0.018799999999999997,Helping Palm Beach County families become self-sufficient,Adopt-A-Family,6673835.0,95.0,FL,Homeless Services,mid,5361754.32,375939.096,412916.712
96.0,Education,AdoptAClassroom.org gives teachers a hand by providing needed classroom materials so that students can succeed.,65-0828272,3783310.0,0.062,0.06,0.066,0.871,92.49,Ann Ness,123881.0,0.0327,We give teachers a hand,AdoptAClassroom.org,4349746.0,93.98,MN,Youth Education Programs and Services,mid,3295263.01,249698.46000000002,234565.22
97.0,Human Services,"The Adopt-A-Native-Elder Program supports the traditional Elders who live in the cultural and spiritual traditions of The Dine (Navajo) People. Most live in remote portions of the Dine's reservation. The Program provides food, simple medicines, clothing, fabric and yarns to help these Elders live on the land in their traditional lifestyle. As they have become elderly, it has become more difficult for them to support themselves on the Land in their traditional ways. The Program supports 500 traditional Elders who live in the Northern portion of Arizona and Southern Utah.",87-0490211,1145038.0,0.122,0.07,0.07,0.8059999999999999,88.66,Linda A. Myers,63249.0,0.0552,Creating a bridge of hope between Native Americans and other cultures,Adopt-A-Native-Elder Program,1337546.0,91.7,UT,Social Services,small,922900.6279999999,80152.66,139694.636
93.0,Human Services,"Adolescent Counseling Services (ACS) empowers youth in our community to find their way through social-emotional support and by building safe, accepting communities. Founded in 1975, ACS exists to support the wellbeing of all teens, tweens, and young adults in Santa Clara and San Mateo Counties. ACS' network of skilled family therapists and professionally led support groups are resources that youth and their families can rely on time and again for help with life's challenges, be they big or small. Its trained professionals offer on-campus and community counseling, substance abuse treatment, LGBTQ+ support services, and education programs. ACS support youth to overcome obstacles, develop confidence, and be empowered to build healthy, happy futures.",51-0192551,1506807.0,0.049,0.12,0.095,0.8540000000000001,85.82,Philippe Rey,122116.0,0.081,Strength through support,Adolescent Counseling Services,1371151.0,88.81,CA,"Youth Development, Shelter, and Crisis Services",small,1286813.178,143146.665,73833.543
100.0,"Arts, Culture, Humanities","In an agreement with the Texas Historical Commission, the Admiral Nimitz Foundation manages and provides financial support to the National Museum of the Pacific War in order to:",74-1492692,6005614.0,0.08,0.1,0.09300000000000001,0.826,94.87,Michael W. Hagee,109498.0,0.0182,Supporting the mission of the National Museum of the Pacific War,The Admiral Nimitz Foundation,6789740.0,96.37,TX,Museums,mid,4960637.164,558522.1020000001,480449.12
93.0,Human and Civil Rights,"Founded in 2000, Administer Justice is a legal aid organization serving the needs of low-income and no-income individuals. They operate as a full-time professional law office that also offers other services leading to personal empowerment built on Biblical principles. They provide client appointments and provide educational and outreach services at many community events. Administer Justice provides a wide range of services to meet both the immediate and future needs of low-income individuals facing civil legal matters. Most of their services are available at no cost; some require a one-time nominal administrative fee.",36-4348917,1668776.0,0.021,0.02,0.023,0.955,82.5,Eric Nelson,81412.0,0.0487,Celebrate Justice,Administer Justice,1652812.0,86.67,IL,Advocacy and Education,small,1593681.0799999998,38381.848,35044.296
92.0,"Arts, Culture, Humanities",The Adler Planetarium - America's First Planetarium - was founded in 1930 by Chicago business leader Max Adler.,36-6210902,18818691.0,0.099,0.16,0.08800000000000001,0.8109999999999999,79.72,Michelle B. Larson,401598.0,0.0213,Space is Freaking Awesome,Adler Planetarium,20429646.0,84.58,IL,Museums,big,15261958.400999999,1656044.8080000002,1863050.409
100.0,Health,"The Adler Aphasia Center mission is to be a vital resource to anyone whose life or profession is touched by Aphasia. Aphasia is a language disorder that impairs the expression and understanding of spoken language, reading and writing. It occurs most often from a stroke or brain injury. This frustrating condition affects a person's ability to communicate, but does not affect his or her intellect. The Adler Aphasia Center is a social center for people with Aphasia and their family members/caregivers - a place where people can connect with others who have had similar experiences.",02-0687863,1511162.0,0.078,0.02,0.035,0.885,90.57,Shelby Klein,67308.0,0.044500000000000005,Improving the quality of life for those with Aphasia,Adler Aphasia Center,2941337.0,93.33,NJ,Patient and Family Support,small,1337378.37,52890.670000000006,117870.636
97.0,Environment,"The Adirondack Mountain Club (ADK) is dedicated to the protection and responsible recreational use of the New York State Forest Preserve, and other parks, wild lands, and waters vital to our members and chapters. The club, founded in 1922, is a member-directed organization committed to public service and stewardship. ADK employs a balanced approach to outdoor recreation, advocacy, environmental education, and natural resource conservation. ADK encourages the involvement of all people in its mission and activities; its goal is to be a community that is comfortable, inviting, and accessible.",15-0586270,4222811.0,0.132,0.23,0.084,0.782,79.55,Neil F. Woodworth,157776.0,0.0373,Protecting wild lands and waters,Adirondack Mountain Club,4322451.0,85.38,NY,Environmental Protection and Conservation,mid,3302238.202,354716.124,557411.052
86.0,"Arts, Culture, Humanities","The Adirondack Museum believes in the power of history to ignite the imagination, stimulate thought and shape the future. Our collections and engaging programs reflect stories of life, work, and play in the Adirondack Park and northern New York State. The museum expands public understanding of Adirondack history and the relationship between people and the Adirondack wilderness, fostering informed choices for the future. Opened to the public in 1957, the museum includes a research library, publications program, and an active education department that offers special events, classes, symposia, workshops, demonstrations, field trips, and engaging hands-on experiences for thousands of visitors each year.",13-5635801,5687303.0,0.13,0.06,0.046,0.8220000000000001,93.74,David Kahn,189600.0,0.0333,To promote & encourage historical study.,Adirondack Historical Association,8527013.0,89.15,NY,Museums,mid,4674963.066000001,261615.938,739349.39
97.0,Environment,"The Adirondack Council is an environmental group that has been working since 1975 to protect the open-space resources of New York State's six-million-acre Adirondack Park and to help sustain the natural and human communities of the region. The Council is the largest citizen environmental group in New York State working full-time, on a daily basis in the Adirondack Park, in the state capital and in Washington to preserve this six-million-acre treasure. The Council's protection efforts include: advocacy and lobbying for land use planning and land protection; research issues that affect the ecology and economy of the Park; public education through media and schools; environmental monitoring on the local, state, and national levels; and litigation, when necessary.",14-1594386,1901232.0,0.131,0.02,0.039,0.828,98.02,William Janeway,156942.0,0.0825,Defending the East's greatest wilderness,The Adirondack Council,2073347.0,97.45,NY,Environmental Protection and Conservation,small,1574220.096,74148.048,249061.39200000002
92.0,Human Services,"Adelante Mujeres educates and empowers Latina women and their families through holistic programs that ensure their full participation and active leadership in the community. As our organization continues to grow, our programs and services have expanded to serve Latino youth, children, and men as well as women, especially through our microenterprise and agriculture services and the Forest Grove Farmers Market. At Adelante Mujeres, we endeavor to strengthen Latino families as a whole because we believe a strong community requires the inclusion of everyone.",03-0473181,2900398.0,0.06,0.08,0.073,0.865,92.5,This organization did not report a CEO,,,"Education, Empowerment, Enterprise",Adelante Mujeres,3788563.0,92.24,OR,Social Services,small,2508844.27,211729.05399999997,174023.88
96.0,Human Services,"The Adaptive Sports Foundation (ASF) provides profound and life changing experiences for children and adults with physical and cognitive disabilities and chronic illnesses through outdoor physical activity, education, support and community. ASF students are five years of age and older and live with disabilities ranging from relatively mild learning disabilities to more severe disabilities such as paralysis, autism, amputation, cerebral palsy and traumatic brain injury. Founded in 1984, the Foundation's work promotes physical activity for children and adults with disabilities by offering winter programs, a summer program, and competition programs (including a 12-week residential competition program for Paralympic eligible athletes).",14-1823155,1776854.0,0.12,0.11,0.105,0.773,88.33,Todd Munn,109927.0,0.061799999999999994,A place where all abilities shine,Adaptive Sports Foundation,2756754.0,91.27,NY,Multipurpose Human Service Organizations,small,1373508.142,186569.66999999998,213222.47999999998
100.0,Human Services,"The Adaptive Sports Center (ASC) was founded in 1987 when President and Mrs. Carter joined a group of local residents to form the Physically Challenged Ski Program of Crested Butte. Since then, the program has evolved into the year-round, nationally recognized Adaptive Sports Center. Thanks to the support of volunteers, dedicated instructors and staff, as well as the local community, the ASC has thrived and grown from providing 33 alpine ski lessons during its first winter to becoming one of the premiere outdoor adaptive recreation programs in the world, offering more than 5,000 activities annually.",84-1063447,2526383.0,0.057,0.06,0.109,0.833,89.31,Christopher Hensley,123310.0,0.048799999999999996,Where the possibilities are endless,Adaptive Sports Center,5527482.0,92.44,CO,Social Services,small,2104477.039,275375.747,144003.831
62.0,"Arts, Culture, Humanities","Founded in 1967 by Jeannette Clift George, AD Players pioneered a unique style of theater committed to producing plays and programs that uphold human value, offer creativity, and promote literacy and education. The company is one of Houston's largest resident theater companies, impacting more than nine million people over its lifetime. Annually, the company produces six Mainstage shows and four Children's Theater performances, fields a National Touring Unit, and maintains a year-round Theater Arts Academy.",74-1669271,2264169.0,0.392,0.17,0.151,0.455,64.53,Jeannette Clift George,,,A professional theater ministry communicating through various mediums under the creative signature of God,AD Players,2132509.0,63.24,TX,Performing Arts,small,1030196.895,341889.519,887554.248
100.0,International,"Founded in 2001, Acumen Fund is a global venture fund that uses entrepreneurial approaches to solve the problems of global poverty. We seek to prove that small amounts of philanthropic capital, combined with large doses of business acumen, can build thriving enterprises that serve vast numbers of the poor. Our investments focus on delivering affordable, critical goods and services - like health, water, housing and energy - through innovative, market-oriented approaches. We believe that pioneering entrepreneurs will ultimately find the solutions to poverty. We use philanthropic capital to make disciplined investments - loans or equity, not grants -that yield both financial and social returns. Any financial returns we receive are recycled into new investments.",13-4166228,19444682.0,0.12300000000000001,0.08,0.109,0.767,93.32,Jacqueline Novogratz,351901.0,0.018000000000000002,"Acumen raises charitable donations to invest in companies, leaders and ideas to change the way the world tackles poverty",Acumen,30363773.0,95.27,NY,Development and Relief Services,big,14914071.094,2119470.338,2391695.8860000004
92.0,"Arts, Culture, Humanities","The Actors Theatre of Louisville brings people together through live theatre to celebrate, challenge and explore who we are. As the State Theatre of Kentucky, Actors Theatre of Louisville is internationally acclaimed as one of America's most consistently innovative non-profit professional theatre companies. Founded in 1964, it has won a host of coveted awards and worldwide recognition for excellence. For over 30 years it has been a major force in revitalizing American playwriting, with over 300 Actors-debuted scripts now in publication.",61-0645030,10786655.0,0.132,0.11,0.044000000000000004,0.8220000000000001,88.01,Kevin E. Moore,87933.0,0.008100000000000001,Experience the power of live theatre,Actors Theatre of Louisville,8231368.0,89.8,KY,Performing Arts,mid,8866630.41,474612.82000000007,1423838.46
50.0,"Arts, Culture, Humanities","The mission of Actors' Playhouse is to enrich South Florida's cultural vitality with the highest caliber classic and contemporary live theatre productions; to provide comprehensive educational and outreach programs to multi-cultural audiences; to provide a supportive and creative work environment for Florida-based theatre professionals; to encourage the creation and production of new works for adults and children; and to maintain the identity of its home venue, the historic Miracle Theatre.",65-0060167,3942645.0,0.013000000000000001,0.24,0.048,0.938,82.62,Barbara Stein,,,Enriching South Florida's Cultural Vitality,Actors Playhouse,3811507.0,62.56,FL,Performing Arts,mid,3698201.01,189246.96,51254.385
97.0,"Arts, Culture, Humanities","The Actors Fund is a national human services organization that fosters stability and resiliency, and provides a safety net for performing arts and entertainment professionals over their lifespan. Through offices in New York, Los Angeles and Chicago, The Fund serves everyone in film, theater, television, music, opera, radio and dance with programs including social services and emergency financial assistance, health care and insurance counseling, housing, and secondary employment and training services.",13-1635251,34504429.0,0.052000000000000005,0.13,0.098,0.8490000000000001,89.87,Joseph Benincasa,543344.0,0.015700000000000002,For everyone in entertainment,The Actors Fund,36832752.0,92.52,NY,Performing Arts,big,29294260.221000005,3381434.042,1794230.3080000002
81.0,Animals,"Founded in 1971, Actors and Others for Animals is dedicated to the promotion of the humane treatment of animals. Our main mission is to curb the pet overpopulation problem by subsidizing spay/neuter surgeries. Together with other vital services, we are there to help pet guardians living on a low and/or fixed income care for their beloved companions. We are a community based animal welfare organization serving the greater Los Angeles area and surrounding counties. Our programs include: pet overpopulation, spay/neuter help, pet care, emergency medical help, pet-assisted therapy, humane education, and a feral cats assistance program.",95-2783139,764861.0,0.057,0.04,0.05,0.8909999999999999,91.45,Susan Taylor,58846.0,0.07690000000000001,Caring for animal companions who share our homes and our hearts,Actors and Others for Animals,552179.0,85.26,CA,"Animal Rights, Welfare, and Services",small,681491.151,38243.05,43597.077000000005
100.0,Human and Civil Rights,"Founded in April, 1990, the Acton Institute for the Study of Religion and Liberty is named in honor of John Emerich Edward Dalberg Acton. The mission of the Acton Institute is to promote a free, virtuous, and humane society. This direction recognizes the benefits of a limited government, but also the beneficent consequences of a free market. It embraces an objective framework of moral values, but also recognizes and appreciates the subjective nature of economic value. It views justice as a duty of all to give the one his due but, more importantly, as an individual obligation to serve the common good and not just his own needs and wants. In order to promote a more profound understanding of the coming together of faith and liberty, the Institute involves members of religious, business, and academic spheres in its various seminars, publications, and academic activities.",38-2926822,10964910.0,0.068,0.08,0.078,0.852,96.82,Rev. Robert A. Sirico,241039.0,0.0219,Connecting good intentions to sound economics.,Acton Institute for the Study of Religion and Liberty,10528684.0,97.75,MI,Advocacy and Education,mid,9342103.32,855262.98,745613.88
62.0,Religion,"Activated Ministries is a California 501(c)(3) non-profit established in 1999. Our focus is supporting humanitarian and mission-based programs, producing and distributing educational and inspirational materials, and providing post-secondary education scholarships for the children of those who have engaged in charitable service.",33-0857142,1092977.0,0.091,0.42,0.365,0.542,56.2,Thomas Hack,90720.0,0.083,Sharing God's word with others,Activated Ministries,1063945.0,58.99,CA,Religious Activities,small,592393.534,398936.605,99460.90699999999
100.0,International,"ActionAid works in more than 40 countries across Africa, Asia and Latin America, with over 25 million poor people. Our work seeks to create and sustain better futures by providing relief from disasters and conflicts, empowering women, fighting hunger, holding governments accountable, and making education accessible.",52-2277575,8143431.0,0.063,0.12,0.11,0.826,89.31,Ann Marie Clarke,137000.0,0.0168,A world without poverty in which every person can exercise his or her right to a life of dignity.,ActionAid USA,8586408.0,92.44,DC,Development and Relief Services,mid,6726474.006,895777.41,513036.153
100.0,Health,"Founded in 1968 Action on Smoking and Health (ASH) is a national legal-action antismoking and nonsmokers' rights organization which helped ban cigarette commercials, started the modern nonsmokers' rights movement, pioneered using legal action against smoking, developed novel legal theories to protect children from tobacco smoke at home and in cars, get lower health insurance rates for nonsmokers, fought tobacco subsidies, and much more.",13-2603590,1296503.0,0.094,0.1,0.073,0.831,86.95,Laurent Huber,183800.0,0.1417,Everything for people concerned about smoking and nonsmokers' rights,Action on Smoking and Health,632605.0,90.77,DC,Treatment and Prevention Services,small,1077393.993,94644.719,121871.282
100.0,Human Services,"Action Ministries mobilizes communities to address the challenges of poverty by focusing on hunger relief, housing and education. Action Ministries, Inc. is a nonprofit that provides an extensive network of community partners and volunteers with the tools and expertise to lead fellow Georgians out of poverty. By meeting basic needs of hunger relief, housing and education, Action Ministries removes barriers that prevent thousands of Georgians from breaking the cycle of poverty and realizing their potential. Last year, nearly 65,000 people were served and many more lives changed by Action Ministries.",58-2070427,8390890.0,0.11900000000000001,0.05,0.053,0.826,85.48,Kelley Henderson,0.0,0.0,Leading People Out of Poverty,Action Ministries,8439435.0,89.73,GA,Social Services,mid,6930875.14,444717.17,998515.91
100.0,Human Services,"Mission - ACTS provides relief, fosters hope and promotes self-sufficiency for our Prince William area neighbors in crises due to hunger, homelessness and personal violence.",54-0897679,4918470.0,0.14400000000000002,0.01,0.013999999999999999,0.841,82.24,Steven Liga,102971.0,0.0209,,Action in Community Through Service,4964416.0,87.44,VA,Social Services,mid,4136433.27,68858.57999999999,708259.68
96.0,Human Services,"Founded in 2002, Action for Healthy Kids is a public-private partnership of more than 60 national organizations and government agencies representing education, health, fitness and nutrition. We address the epidemic of overweight, sedentary, and undernourished youth by focusing on changes in schools to improve nutrition and increase physical activity. We work to engage diverse organizations, leaders, and volunteers in actions that foster sound nutrition and good physical activity in children, youth, and schools. Action for Healthy Kids envisions a world where all kids develop the lifelong habits necessary to promote health and learning.",47-0902020,6287691.0,0.053,0.09,0.09,0.856,95.0,Robert Bisceglie,202622.0,0.0322,"Fostering sound nutrition and good physical activity in children, youth, and schools",Action for Healthy Kids,5909137.0,95.47,IL,"Youth Development, Shelter, and Crisis Services",mid,5382263.496,565892.19,333247.62299999996
100.0,Human Services,"The Action Center's mission is to provide an immediate response to basic human needs and to promote pathways to self-sufficiency. We do this through our continuum of services to families and individuals of Jefferson County. Since 1968, the Action Center has been providing essential stabilizing services to the people in Jefferson County who are in danger of becoming homeless, or attempting to move out of homelessness. It serves as a haven of hope for the thousands of homeless, near homeless, and working poor who come through our door every year. People can receive assistance with a five-day supply of food, clothing for the whole family, necessary household items, and medical care.",23-7019679,13852593.0,0.016,0.05,0.053,0.929,81.36,Mag Strittmatter,105395.0,0.0076,Where Action Matters,The Action Center,13963252.0,86.81,CO,Homeless Services,big,12869058.897,734187.429,221641.488
96.0,International,"Action Against Hunger is the world's hunger specialist whose primary goal is to create a better way to deal with deadly hunger. For almost 40 years, this global humanitarian organization has been on the front lines treating and preventing hunger across nearly 50 countries; serving more than 20 million people in 2017 alone. Action Against Hunger is the leader in a global movement that aims to end life-threatening hunger for good within our lifetimes. The organization is committed to doubling the number of children who receive urgent hunger care, from three million to six million by 2020. Of every dollar donated, 93 cents go directly to saving lives today and preventing hunger tomorrow.",13-3327220,158347012.0,0.055999999999999994,0.01,0.013999999999999999,0.929,92.5,Andrea Tamburini,211188.0,0.0013,For a world free from hunger.,Action Against Hunger USA,184767681.0,93.98,NY,Development and Relief Services,big,147104374.148,2216858.1679999996,8867432.671999998
